Wall time,Step,Value
1754398291.1209354,34846,73.61000061035156
1754398321.9667816,39361,75.6500015258789
1754398375.0137894,47194,78.62999725341797
1754398607.09825,82208,81.19999694824219
1754398686.3743432,94367,80.02999877929688
1754398934.9378603,132629,81.30000305175781
1754398962.2803721,136710,79.75
1754399064.2562695,152201,77.72000122070312
1754399085.9878054,155477,77.19000244140625
1754399099.634825,157535,76.72000122070312
1754399157.3578846,166404,78.75
1754399213.4017038,175161,77.4800033569336
1754399251.0314186,180922,78.22000122070312
1754399325.6221857,192304,73.11000061035156
1754399406.4784267,204673,75.47000122070312
1754399419.4358456,206570,74.97000122070312
1754399479.7957833,215831,73.66000366210938
1754399662.2699533,243194,74.51000213623047
1754399715.3623395,251153,70.33000183105469
1754399868.558403,274141,67.33999633789062
1754400094.12291,307566,61.27000045776367
1754400134.2656574,313502,68.3499984741211
1754400280.6011403,334999,62.4900016784668
1754400373.4118845,348915,69.08000183105469
1754400510.5101824,369145,68.27999877929688
1754400514.660196,369740,68.75
1754400539.0473778,373415,68.95999908447266
1754400730.7377937,401569,59.61000061035156
1754400870.7987707,422142,65.25
1754400956.2553763,434665,57.150001525878906
1754400960.716352,435309,58.720001220703125
1754401026.3728414,444780,60.7599983215332
1754401146.7910204,461937,57.16999816894531
1754401160.5798748,463918,57.79999923706055
1754401216.57704,471996,59.08000183105469
1754401269.2299957,479654,60.20000076293945
1754401530.1507938,517244,60.939998626708984
1754401610.5830832,528934,59.93000030517578
1754401659.5742884,535948,56.119998931884766
1754401694.2353303,540953,58.040000915527344
1754401875.1487594,567448,62.880001068115234
1754401910.6412272,572747,66.3499984741211
1754401928.9447246,575211,60.939998626708984
1754402260.0384138,622881,52.4900016784668
1754402426.8244946,647395,52.27000045776367
1754402434.1334877,648494,52.97999954223633
1754402463.9049618,652897,53.709999084472656
1754402468.4575458,653555,52.61000061035156
1754402529.2396247,662704,62.470001220703125
1754402550.4096372,665889,60.08000183105469
1754402643.9295158,679882,59.91999816894531
