Wall time,Step,Value
1754472314.939273,2513,34.276161193847656
1754472351.410023,7413,33.8531494140625
1754472406.9261012,15106,27.393436431884766
1754472424.224808,17612,22.078781127929688
1754472426.4877462,17920,24.04153060913086
1754472460.3822978,22778,19.692096710205078
1754472462.9836035,23135,17.683164596557617
1754472482.6058211,25935,18.556001663208008
1754472498.2514784,28196,18.357179641723633
1754472509.5611207,29771,20.526813507080078
1754472527.2899158,32389,19.01545524597168
1754472549.9261208,35756,17.773860931396484
1754472559.811685,37156,16.71860122680664
1754472569.618567,38570,16.073802947998047
1754472603.1274464,43477,18.69487762451172
1754472620.4785085,45990,17.432777404785156
1754472624.5223835,46578,19.023757934570312
1754472658.6850328,51660,16.744840621948242
1754472665.7977927,52647,16.94204330444336
1754472689.270111,56098,17.710973739624023
1754472696.3573546,57141,17.012929916381836
1754472701.140129,57855,16.659704208374023
1754472705.9977038,58590,16.46293067932129
1754472724.8754315,61369,17.305604934692383
1754472771.1294494,68005,15.585976600646973
1754472800.9451687,72226,15.327547073364258
1754472806.0836368,73038,18.11054229736328
1754472823.9930403,75607,17.28961181640625
1754472863.8689923,81354,16.409414291381836
1754472900.579102,86569,20.06214141845703
1754472903.7171826,86982,21.181028366088867
1754472934.718241,91469,21.50747299194336
1754472937.0557666,91791,20.58966636657715
1754472966.7205477,95991,20.83894920349121
1754472973.4899118,97062,21.869237899780273
1754472993.0561464,99883,23.0179386138916
1754473000.0911732,100877,21.418067932128906
1754473025.1881847,104405,23.2434024810791
1754473075.4638963,111657,26.11101531982422
1754473082.8832,112777,24.217365264892578
1754473090.7621982,113953,22.96472930908203
1754473148.281249,122255,23.674379348754883
1754473177.6991394,126364,24.225751876831055
1754473193.0279274,128492,27.135967254638672
1754473198.885733,129297,26.454519271850586
1754473229.5251822,133546,30.168760299682617
1754473249.394369,136332,27.80238151550293
1754473258.8240123,137655,28.570621490478516
1754473263.5294673,138285,30.060983657836914
1754473288.517659,141778,29.16522789001465
1754473294.365422,142625,29.923114776611328
1754473321.2965477,146356,27.359582901000977
1754473338.7431898,148862,30.063488006591797
1754473372.380926,153748,30.21053123474121
1754473374.644824,154077,30.839025497436523
1754473379.2585251,154784,30.570589065551758
1754473396.896114,157290,28.051498413085938
1754473434.138423,162435,31.358802795410156
1754473444.233915,163891,29.44413948059082
1754473466.3480487,167090,31.864927291870117
1754473468.5310147,167349,30.62236785888672
1754473481.286949,169064,29.809823989868164
1754473484.5551198,169533,33.54297637939453
1754473498.8679826,171556,32.18788146972656
1754473555.5710046,179634,31.94112777709961
1754473561.234912,180369,33.17644119262695
1754473563.7254045,180726,31.275808334350586
1754473566.081336,181062,32.52045440673828
1754473573.272687,182084,33.18299865722656
1754473613.875921,187677,32.32024383544922
1754473616.8355982,188062,31.841388702392578
1754473621.4253306,188720,32.494415283203125
1754473626.1173935,189413,34.227935791015625
1754473631.189636,190134,34.00151062011719
1754473645.952661,192220,33.94014358520508
1754473660.5431137,194320,34.24291229248047
1754473670.1308625,195692,32.28273010253906
1754473685.565505,197764,34.01554489135742
1754473691.3184676,198576,31.751846313476562
1754473702.291372,200039,30.810636520385742
1754473760.0385213,207613,34.89358901977539
1754473770.6260147,208978,33.404361724853516
1754473776.162407,209720,34.47380447387695
1754473844.3839812,219156,34.377315521240234
1754473857.3862388,220941,34.48438262939453
1754473859.887045,221298,33.968116760253906
1754473880.9218564,224140,35.63021469116211
1754473896.5049913,226247,35.78421401977539
