policy,initial_dist,final_dist,is_success,steps_taken,environment,episode,initial_box_x,initial_box_y
SAC,1.0647570347149053,0.004911185656398025,True,35,Simulation,86,-0.17629609164802415,-0.2662333733344613
SAC,1.1342133142611286,0.1546205123453714,False,51,Simulation,87,-0.38249609324421796,-0.04150402421342509
SAC,0.8697666136102785,0.011691050370796654,True,19,Simulation,88,0.43215731548080805,0.18818040934176475
SAC,0.8704925860614433,0.00866902876719193,True,18,Simulation,89,0.15727657782072732,-0.41656705201420324
SAC,0.9235592908457327,0.008025721376452128,True,27,Simulation,90,0.015349760102412709,-0.37962180085234876
SAC,1.0684351962686942,0.01151688456013681,True,27,Simulation,91,-0.2950851763527629,0.08038438698621639
SAC,1.190696332357597,0.012931780112349708,True,33,Simulation,92,-0.4298671870244925,0.14646743030368609
SAC,0.15359276511835776,0.013899155487257304,True,29,Simulation,93,0.3964572071826403,-0.37925258508563364
SAC,0.6677989474253482,0.012396888459940867,True,14,Simulation,94,0.4742096525589713,0.08763603984912201
SAC,1.130981264115406,0.008373428042625228,True,33,Simulation,95,-0.2939837228455584,-0.34896924986786776
SAC,0.20203075475927385,0.0826611915649672,False,51,Simulation,96,0.35506377031269676,0.2286437763881492
SAC,1.0001871789401153,0.00833432192265569,True,30,Simulation,97,-0.2124498559440505,-0.3065630521681248
SAC,0.6505797096998674,0.010333795051210662,True,17,Simulation,98,0.2985830527293198,0.2912202571216724
SAC,0.812638751190636,0.00916759437036543,True,20,Simulation,99,0.27529509035437827,-0.40931136421451975
SAC,0.6324870802075482,0.010329348422958169,True,42,Real World,0,0.3657579421354461,-0.21587505353128658
SAC,0.9225777342547717,0.009463513678447858,True,37,Real World,1,0.030536204475677158,-0.48415731150534735
SAC,1.0278870099515371,0.009971927399275314,True,42,Real World,2,-0.12126225294298186,-0.4439178725329873
SAC,0.8443332548873227,0.01501128565334774,True,40,Real World,3,-0.03756942618196477,-0.3810849668962145
SAC,0.7203377052546933,0.013474733140768618,True,38,Real World,4,0.27932223084790314,0.25363895282570936
SAC,1.062890736448876,0.008048893696669505,True,32,Real World,5,-0.259358528104812,0.3481377663226498
SAC,0.6363482811339096,0.012620765792905402,True,33,Real World,6,0.4261452556459474,-0.06148550276410027
SAC,0.7005312903502092,0.010082176828547125,True,38,Real World,7,0.2783493954433273,0.1620306695275077
SAC,1.0432622464063717,0.009572936690756916,True,37,Real World,8,-0.20637351806246024,0.38262490597389315
SAC,1.0610890730921079,0.011275368260620687,True,38,Real World,9,-0.3485580909533543,0.07512179353150529
SAC,1.0104363310833495,0.012041351990536492,True,40,Real World,10,-0.14134122398220264,0.4514100834307365
SAC,1.000582342801057,0.018286813720048457,False,51,Real World,11,-0.19553344483907945,0.26129914370174356
SAC,0.8214390030613214,0.01692741343629573,False,51,Real World,12,0.11119880998279569,0.30994458178963535
SAC,0.7570682209065204,0.011532511995630866,True,50,Real World,13,0.06060417762615823,-0.4099954293603934
SAC,1.020754988404241,0.010750901011717447,True,41,Real World,14,-0.20181649819892705,-0.3854497488587268
SAC,0.8350956566033338,0.010125366734368205,True,48,Real World,15,0.12398603570100188,-0.3642474335745713
SAC,1.136084195755522,0.0038445636845419314,True,36,Real World,16,-0.3765919716532357,0.2906198199426263
SAC,1.0379961489049712,0.012989194293646358,True,43,Real World,17,-0.1927822642596198,-0.43883074417176704
SAC,0.8262404257854558,0.012427707686470618,True,39,Real World,18,0.1542739185865522,0.362377221158284
SAC,1.175708081969444,0.010058548764444397,True,38,Real World,19,-0.43664036222553787,0.14931183867070208
SAC,0.3697221080100647,0.01952821084546807,False,51,Real World,20,0.4550470635646739,-0.322005027001559
SAC,1.0319756088626086,0.014064686492487006,True,31,Real World,21,-0.25116017840104726,0.22066353550507986
SAC,1.2033356445546224,0.01021232372314641,True,40,Real World,22,-0.4746502566874237,0.11685883834599797
SAC,0.47105482323495285,0.021341927806569072,False,51,Real World,23,0.3717178501812142,-0.3393971404713153
SAC,0.5941401485935335,0.016334485116109868,False,51,Real World,24,0.40769626126886443,-0.050796041493957486
SAC,0.6960796423026274,0.009577561823672233,True,38,Real World,25,0.20717702646475464,0.23275711435314533
SAC,0.7443030550880435,0.011088415298104592,True,26,Real World,26,0.24778104383146746,-0.30854220312279673
SAC,1.0265703856363126,0.011214779919792316,True,44,Real World,27,-0.2560306648714351,-0.16414468353417863
SAC,0.43450952942560855,0.0511340489102777,False,51,Real World,28,0.41496969509865506,0.3687128716587724
SAC,0.8054368553381305,0.01267672217687381,True,34,Real World,29,0.15841420371692,-0.3043412618593747
SAC,1.0220634038254357,0.012531112139454577,True,32,Real World,30,-0.23468638058077676,0.23304612622076254
SAC,1.0628432977686233,0.026743495791400538,False,51,Real World,31,-0.4027205162093661,-0.024676391619094257
SAC,0.675161403799785,0.008853762635590788,True,38,Real World,32,0.3934760466750864,0.5
SAC,1.1423381561733665,0.00877629149617345,True,48,Real World,33,-0.4097514997684,0.023737434187291465
SAC,0.521613722483542,0.012764032100632098,True,44,Real World,34,0.36137789255223596,-0.4241165727185924
SAC,1.1278598351595022,0.010938446915809157,True,41,Real World,35,-0.39398628895661075,0.04983454729083461
SAC,0.48901547583285954,0.009675603892297132,True,40,Real World,36,0.32294246138189076,-0.3656417883793627
SAC,1.1013940013330563,0.008181216719872776,True,38,Real World,37,-0.4012131966806114,0.13580882922706308
SAC,0.6975574173368112,0.012191057450080492,True,36,Real World,38,0.23941865320914768,0.2977883760060944
SAC,0.6281487419391742,0.009424078053316255,True,37,Real World,39,0.48996964123985826,-0.04645470090578932
SAC,0.6586280463446783,0.010329526126399502,True,37,Real World,40,0.353019753644618,-0.09299119281673054
SAC,0.5717795671229817,0.010093236712447074,True,41,Real World,41,0.41537341206773676,0.12718724639068216
SAC,0.9429264054691754,0.009974021366388813,True,36,Real World,42,-0.1510669832724562,0.3652906398153274
SAC,0.5814293146253984,0.006749600739268088,True,44,Real World,43,0.37757761870005896,0.25871367248896054
SAC,0.4697240910943852,0.03274081550224558,False,51,Real World,44,0.4781630559152874,0.015367323346432307
SAC,1.1003484690545398,0.013187081586316608,True,44,Real World,45,-0.3118596702416472,-0.274574096094897
SAC,0.46404979984928163,0.060344309765754195,False,51,Real World,46,0.4002148761256945,0.3953353664544524
SAC,1.1901993703729363,0.020806446037596155,False,51,Real World,47,-0.4587299480222092,-0.14398746129311957
SAC,1.0600790471433559,0.01741867084791981,False,51,Real World,48,-0.3851607725775301,0.008795058282675666
SAC,0.6208711974044262,0.15531892546940024,False,51,Real World,49,0.4456903733796257,-0.4964953002895871
SAC,1.153269388493073,0.03848128185490889,False,51,Real World,50,-0.42431913348910644,0.0037493573496237627
SAC,0.48799908661471153,0.01490238900248085,True,41,Real World,51,0.36150410411921174,-0.36560037991591343
SAC,0.9868385244637651,0.012409263277526866,True,44,Real World,52,-0.24301211119531033,-0.2142229743671084
SAC,1.1631860067260034,0.03697224988717447,False,51,Real World,53,-0.47388657474092827,0.0032480972879784875
SAC,0.6224445774415892,0.010944369017812964,True,44,Real World,54,0.38307641684396104,-0.5
SAC,0.6593988449373179,0.01004332468903989,True,40,Real World,55,0.32283953117881203,0.012892543593871552
SAC,0.652244171006567,0.01199375906285236,True,36,Real World,56,0.334515821849391,-0.2669968171028063
SAC,0.9996143352864766,0.00805991844616468,True,34,Real World,57,-0.24006311064961847,0.3242700248994731
SAC,1.0435803638688375,0.014111242317224663,True,40,Real World,58,-0.2303334579703242,-0.3016153713070165
SAC,0.6620010672734397,0.010771891491487409,True,38,Real World,59,0.3397143661335008,-0.11704155665466195
SAC,0.8011834625178408,0.007486290972484601,True,46,Real World,60,0.139741685191299,0.4627040532114644
SAC,0.5521080260226733,0.011182650202169433,True,41,Real World,61,0.32824599293246143,0.21034278069268958
SAC,0.9196941487775498,0.012819590822298926,True,36,Real World,62,-0.03910852441816972,-0.3676824946762397
SAC,0.5711447342187334,0.009508068639515161,True,40,Real World,63,0.33558483761954233,0.18561513047432177
SAC,1.0310249940154177,0.3753686068304737,False,51,Real World,64,-0.3467163280194078,-0.05923801305855899
SAC,0.6721088981485883,0.021628761581025932,False,51,Real World,65,0.2934146547610144,0.5
SAC,1.0493183287127168,0.02362096681549027,False,51,Real World,66,-0.34332740101985465,-0.3543921029725412
SAC,0.3805632067614375,0.022649941776515282,False,51,Real World,67,0.40093612084480745,0.2658225634559249
SAC,0.8116711459224057,0.025379657478029404,False,51,Real World,68,-0.0020279420551559757,-0.354530823632359
SAC,0.69099088805078,0.01935141854358083,False,51,Real World,69,0.30622156775811343,-0.08537018090256689
SAC,1.098161716374501,0.029400579697391148,False,51,Real World,70,-0.3579544324178267,0.0007292143186868115
SAC,0.520334953423348,0.019214692426225307,False,51,Real World,71,0.3487515591489129,-0.4397523146070761
SAC,0.8224295180260702,0.017551092947020872,False,51,Real World,72,0.10318926989587657,-0.2878851311123046
SAC,0.7228441475227161,0.008041793367905023,True,38,Real World,73,0.27817056583440586,0.2618992529962999
SAC,0.857468824687187,0.010586488004482291,True,48,Real World,74,0.09308504791182641,-0.3641625249880897
SAC,0.9765534453022737,0.008761670890759174,True,43,Real World,75,-0.3266393253839892,0.07417008662218537
SAC,0.5913687406898784,0.012985026604705118,True,41,Real World,76,0.38193221861086235,-0.45343557017266806
SAC,1.0331574522208924,0.011848568595365557,True,45,Real World,77,-0.2680561982251792,-0.15153386713132985
SAC,0.5238230802321284,0.0873523644472813,False,51,Real World,78,0.24272169237333263,0.3837097417719071
SAC,1.0068220861819197,0.010996795972385901,True,47,Real World,79,-0.3330289857699001,-0.035650006283645515
SAC,0.6483054983924424,0.010294289228882406,True,43,Real World,80,0.40591000333758914,0.473143321561605
SAC,1.0005468244514388,0.023242677123612516,False,51,Real World,81,-0.31718763442063436,-0.037192998885346114
SAC,1.1058500634177821,0.03294746901177303,False,51,Real World,82,-0.4341819538292621,0.014018741968501468
SAC,0.3900035719980826,0.021187455121310764,False,51,Real World,83,0.5,-0.3022293679120935
SAC,0.8672068207804623,0.012034191945433417,True,38,Real World,84,0.04876316206392759,0.36175180625268755
SAC,0.9315284426213503,0.01969187059781014,False,51,Real World,85,-0.18825891952908186,-0.3255533678434452
SAC,0.9823638498340066,0.01409876914085182,True,39,Real World,86,-0.17629609164802415,-0.2662333733344613
SAC,1.1182714943981833,0.44033138340281386,False,51,Real World,87,-0.38249609324421796,-0.04150402421342509
SAC,0.6184766291538163,0.5205342348208747,False,51,Real World,88,0.43215731548080805,0.18818040934176475
SAC,0.8729427845141048,0.010229665745842642,True,36,Real World,89,0.15727657782072732,-0.41656705201420324
SAC,0.9123908023187263,0.009490293176402369,True,36,Real World,90,0.015349760102412709,-0.37962180085234876
SAC,1.0499559479715843,0.010618981736340174,True,36,Real World,91,-0.2950851763527629,0.08038438698621639
SAC,1.1684673376314156,0.010252758347079938,True,38,Real World,92,-0.4298671870244925,0.14646743030368609
SAC,0.45012606029959173,0.010253634092529404,True,44,Real World,93,0.3964572071826403,-0.37925258508563364
SAC,0.632955539580821,0.014489874292251353,False,51,Real World,94,0.4742096525589713,0.08763603984912201
SAC,1.10898003114758,0.00947861163191185,True,44,Real World,95,-0.2939837228455584,-0.34896924986786776
SAC,0.3451554940378164,0.03129215374101483,False,51,Real World,96,0.35506377031269676,0.2286437763881492
SAC,0.9656810430669588,0.012724083589734883,True,42,Real World,97,-0.2124498559440505,-0.3065630521681248
SAC,0.7523318380370917,0.012161173912463113,True,39,Real World,98,0.2985830527293198,0.2912202571216724
SAC,0.7761054246045286,0.009673098420118254,True,33,Real World,99,0.27529509035437827,-0.40931136421451975
